"cod","unidade","nome","Arabica_area","Canephora_area","area_total","proporcao_Arabica","proporcao_Canephora","yield","FC_m","FC2km","FC500m","PollinatorD","EUdist","ID","Principal"
"3135902","MU","Jesuânia (MG)",1570,0,1570,1,0,22,0.105666667,0.137,0.139666667,0.3,172.9738692,"study area","Arabica"
"3136553","MU","José Raydan (MG)",30,0,30,1,0,11.66666667,0.167666667,0.185,0.199,0.3,80.12703348,"other municipalities","Arabica"
"3136702","MU","Juiz de Fora (MG)",15,0,15,1,0,11.47777778,0.185666667,0.188333333,0.143333333,0.3,190.1380877,"other municipalities","Arabica"
"3136900","MU","Juruaia (MG)",4790,0,4790,1,0,27.80555556,0.136333333,0.167666667,0.177333333,0.3,117.2620441,"study area","Arabica"
"3137007","MU","Ladainha (MG)",450,0,450,1,0,15.16666667,0.478333333,0.424,0.388,0.3,53.22842321,"other municipalities","Arabica"
"3137403","MU","Lagoa Dourada (MG)",110,0,110,1,0,25,0.122,0.133333333,0.126,0.3,163.3530169,"other municipalities","Arabica"
"3137700","MU","Lajinha (MG)",9080,0,9080,1,0,21.66666667,0.310333333,0.300333333,0.285,0.3,80.17830293,"other municipalities","Arabica"
"3137809","MU","Lambari (MG)",6547,0,6547,1,0,20,0.165666667,0.166,0.14,0.3,161.4212201,"other municipalities","Arabica"
"3138203","MU","Lavras (MG)",4400,0,4400,1,0,20,0.043666667,0.045666667,0.045333333,0.3,301.7978651,"other municipalities","Arabica"
"3138674","MU","Luisburgo (MG)",6530,0,6530,1,0,23,0.373666667,0.382666667,0.337666667,0.3,72.87533355,"other municipalities","Arabica"
"3138708","MU","Luminárias (MG)",1500,0,1500,1,0,17.33333333,0.107,0.103666667,0.094666667,0.3,191.9831464,"other municipalities","Arabica"
"3139003","MU","Machado (MG)",13357,0,13357,1,0,23.83333333,0.104333333,0.114333333,0.1,0.3,199.0310525,"other municipalities","Arabica"
"3139201","MU","Malacacheta (MG)",1100,0,1100,1,0,20.66666667,0.271333333,0.329,0.293,0.3,97.8038204,"other municipalities","Arabica"
"3139409","MU","Manhuaçu (MG)",18150,0,18150,1,0,22.66666667,0.360666667,0.357666667,0.318,0.3,76.88795618,"other municipalities","Arabica"
"3139508","MU","Manhumirim (MG)",6130,0,6130,1,0,27.66666667,0.4,0.4,0.352666667,0.3,74.50628459,"other municipalities","Arabica"
"3139607","MU","Mantena (MG)",3650,3650,7300,0.5,0.5,8.988888889,0.073,0.082666667,0.096666667,0.68,286.8595178,"other municipalities","Canephora"
"3139904","MU","Maria da Fé (MG)",83,0,83,1,0,15,0.189,0.145333333,0.135333333,0.3,156.8821139,"other municipalities","Arabica"
"3140001","MU","Mariana (MG)",30,0,30,1,0,28.6,0.474,0.442666667,0.416,0.3,38.39924464,"other municipalities","Arabica"
"3140530","MU","Martins Soares (MG)",3000,0,3000,1,0,40.44444444,0.327333333,0.341,0.322333333,0.3,65.64772489,"other municipalities","Arabica"
"3140555","MU","Mata Verde (MG)",523,0,523,1,0,20.66111111,0.128,0.134666667,0.126666667,0.3,162.7105709,"other municipalities","Arabica"
"3140803","MU","Matias Barbosa (MG)",20,0,20,1,0,6.25,0.2595,0.1345,0.2195,0.3,149.5269408,"other municipalities","Arabica"
"3140902","MU","Matipó (MG)",5850,0,5850,1,0,21,0.217,0.215,0.209666667,0.3,107.1386193,"other municipalities","Arabica"
"3141405","MU","Medina (MG)",7,0,7,1,0,8.45,0.316333333,0.426333333,0.459666667,0.3,95.3942735,"other municipalities","Arabica"
"3141504","MU","Mendes Pimentel (MG)",50,50,100,0.5,0.5,15,0.018666667,0.023666667,0.042333333,0.7,568.7945634,"other municipalities","Canephora"
"3142106","MU","Miradouro (MG)",2200,0,2200,1,0,30.44444444,0.229333333,0.227333333,0.23,0.3,92.69537077,"other municipalities","Arabica"
"3142205","MU","Miraí (MG)",655,0,655,1,0,19,0.116666667,0.137333333,0.118333333,0.3,215.3195559,"other municipalities","Arabica"
"3142601","MU","Monsenhor Paulo (MG)",4080,0,4080,1,0,20,0.054666667,0.054333333,0.058,0.3,294.5925957,"other municipalities","Arabica"
"3143005","MU","Monte Belo (MG)",3740,0,3740,1,0,21.16666667,0.078333333,0.082,0.082666667,0.3,207.7123675,"study area","Arabica"
"3143153","MU","Monte Formoso (MG)",160,0,160,1,0,7.5,0.382,0.404666667,0.197333333,0.3,150.5768862,"other municipalities","Arabica"
"3143401","MU","Monte Sião (MG)",3400,0,3400,1,0,16.66666667,0.099666667,0.12,0.112,0.3,204.7776903,"study area","Arabica"
"3143906","MU","Muriaé (MG)",1700,0,1700,1,0,22,0.136,0.211333333,0.193333333,0.3,152.7166635,"other municipalities","Arabica"
"3144003","MU","Mutum (MG)",7783,639,8422,0.924127285680361,0.075872714319639,24.05555556,0.171333333,0.239,0.279333333,0.354,106.9256143,"other municipalities","Arabica"
"3144102","MU","Muzambinho (MG)",7097,0,7097,1,0,21.2,0.075666667,0.088,0.085,0.3,197.1023661,"other municipalities","Arabica"
"3144409","MU","Natércia (MG)",2000,0,2000,1,0,24,0.141333333,0.131,0.105666667,0.3,228.5904494,"study area","Arabica"
"3144508","MU","Nazareno (MG)",1520,0,1520,1,0,25,0.075333333,0.095333333,0.097666667,0.3,209.2992655,"other municipalities","Arabica"
"3144607","MU","Nepomuceno (MG)",15375,0,15375,1,0,26.33333333,0.068,0.070666667,0.065,0.3,253.88831,"other municipalities","Arabica"
"3144672","MU","Nova Belém (MG)",3500,1500,5000,0.7,0.3,14.40555556,0.127666667,0.127,0.112333333,0.5,181.3839722,"other municipalities","Arabica"
"3145109","MU","Nova Resende (MG)",9655,0,9655,1,0,36.3,0.104666667,0.107333333,0.106666667,0.3,173.9119714,"study area","Arabica"
"3145307","MU","Novo Cruzeiro (MG)",4050,0,4050,1,0,13.33333333,0.299,0.362,0.284,0.3,124.791822,"other municipalities","Arabica"
"3145505","MU","Olímpio Noronha (MG)",1200,0,1200,1,0,18,0.153333333,0.207333333,0.195333333,0.3,138.6576137,"other municipalities","Arabica"
"3145604","MU","Oliveira (MG)",5000,0,5000,1,0,23.33333333,0.119,0.161,0.156,0.3,141.7868377,"other municipalities","Arabica"
"3145877","MU","Orizânia (MG)",2600,0,2600,1,0,23.66666667,0.266333333,0.267,0.227333333,0.3,108.4562998,"other municipalities","Arabica"
"3146008","MU","Ouro Fino (MG)",5240,0,5240,1,0,23,0.122666667,0.141333333,0.139333333,0.3,148.5391121,"study area","Arabica"
"3146107","MU","Ouro Preto (MG)",35,0,35,1,0,20,0.411,0.445333333,0.196,0.3,178.4392526,"other municipalities","Arabica"
"3146206","MU","Ouro Verde de Minas (MG)",100,0,100,1,0,13,0.131666667,0.131,0.154666667,0.3,160.5656915,"other municipalities","Arabica"
"3146305","MU","Padre Paraíso (MG)",300,0,300,1,0,13.00555556,0.41,0.54,0.239333333,0.3,37.96057388,"other municipalities","Arabica"
"3147204","MU","Paraguaçu (MG)",8275,0,8275,1,0,20.33333333,0.069666667,0.067666667,0.067333333,0.3,341.9814024,"other municipalities","Arabica"
"3147303","MU","Paraisópolis (MG)",185,0,185,1,0,17.65,0.103666667,0.131,0.113,0.3,118.6651347,"other municipalities","Arabica"
"3147709","MU","Passa Tempo (MG)",240,0,240,1,0,30,0.136,0.103,0.102666667,0.3,155.2542154,"other municipalities","Arabica"
"3148301","MU","Paula Cândido (MG)",1500,0,1500,1,0,22.66666667,0.314666667,0.300333333,0.269333333,0.3,121.3202944,"other municipalities","Arabica"
"3148608","MU","Peçanha (MG)",80,0,80,1,0,11.66666667,0.326,0.323666667,0.348666667,0.3,100.7739721,"other municipalities","Arabica"
"3148707","MU","Pedra Azul (MG)",220,0,220,1,0,15,0.340666667,0.22,0.159333333,0.3,226.7634508,"other municipalities","Arabica"
"3148756","MU","Pedra Bonita (MG)",4100,0,4100,1,0,17.33333333,0.276666667,0.268666667,0.232,0.3,101.9861116,"other municipalities","Arabica"
"3148806","MU","Pedra do Anta (MG)",350,0,350,1,0,20,0.171,0.215333333,0.214,0.3,126.9328576,"other municipalities","Arabica"
"3149002","MU","Pedra Dourada (MG)",1250,0,1250,1,0,18.44444444,0.322333333,0.279666667,0.195666667,0.3,146.7373579,"other municipalities","Arabica"
"3149101","MU","Pedralva (MG)",3215,0,3215,1,0,26.66666667,0.152,0.158,0.146333333,0.3,140.8859954,"study area","Arabica"
"3149903","MU","Perdões (MG)",3540,0,3540,1,0,25.33333333,0.036333333,0.042,0.044666667,0.3,326.4856234,"other municipalities","Arabica"
"3150158","MU","Piedade de Caratinga (MG)",2090,0,2090,1,0,20,0.332,0.335,0.358666667,0.3,50.09990227,"other municipalities","Arabica"
"3150604","MU","Piracema (MG)",370,0,370,1,0,22.32777778,0.084,0.08,0.078333333,0.3,236.1643923,"other municipalities","Arabica"
"3150802","MU","Piranga (MG)",210,0,210,1,0,18.33888889,0.387666667,0.316666667,0.328333333,0.3,69.81261919,"other municipalities","Arabica"
"3150901","MU","Piranguçu (MG)",40,0,40,1,0,18.88888889,0.277,0.371,0.268666667,0.3,50.74707236,"other municipalities","Arabica"
"3151008","MU","Piranguinho (MG)",750,0,750,1,0,18,0.061333333,0.064333333,0.079333333,0.3,207.8096993,"other municipalities","Arabica"
"3151107","MU","Pirapetinga (MG)",0,65,65,0,1,40.52777778,0.041,0.073,0.051,1,357.4337797,"other municipalities","Canephora"
"3151701","MU","Poço Fundo (MG)",6458,0,6458,1,0,21,0.114333333,0.111333333,0.117,0.3,161.9081633,"study area","Arabica"
"3151800","MU","Poços de Caldas (MG)",4000,0,4000,1,0,21,0.174,0.19,0.171666667,0.3,142.1527787,"study area","Arabica"
"3151909","MU","Pocrane (MG)",24,292,316,0.0759493670886076,0.924050632911392,36.57777778,0.112333333,0.120666667,0.115333333,0.821,250.2385751,"other municipalities","Canephora"
"3152105","MU","Ponte Nova (MG)",1500,0,1500,1,0,23.66666667,0.225666667,0.217333333,0.212,0.3,136.6729803,"other municipalities","Arabica"
"3152170","MU","Ponto dos Volantes (MG)",160,0,160,1,0,9.444444444,0.381,0.243333333,0.238333333,0.3,162.1350597,"other municipalities","Arabica"
"3152303","MU","Porto Firme (MG)",930,0,930,1,0,17.33333333,0.375666667,0.410666667,0.388666667,0.3,83.1877786,"other municipalities","Arabica"
"3152402","MU","Poté (MG)",60,0,60,1,0,11.66666667,0.316,0.233,0.183333333,0.3,126.3564289,"other municipalities","Arabica"
"3152501","MU","Pouso Alegre (MG)",120,0,120,1,0,19.03333333,0.061666667,0.075666667,0.101333333,0.3,258.8694296,"other municipalities","Arabica"
"3152600","MU","Pouso Alto (MG)",110,0,110,1,0,17.32222222,0.143,0.111333333,0.183666667,0.3,89.04268055,"other municipalities","Arabica"
"3152709","MU","Prados (MG)",50,0,50,1,0,45.55555556,0.083333333,0.077,0.051,0.3,238.1407773,"other municipalities","Arabica"
"3153103","MU","Presidente Bernardes (MG)",300,0,300,1,0,20,0.344,0.359333333,0.335333333,0.3,87.61441493,"other municipalities","Arabica"
"3153509","MU","Alto Jequitibá (MG)",4600,0,4600,1,0,35.11111111,0.382666667,0.362,0.299,0.3,95.0671898,"other municipalities","Arabica"
"3154002","MU","Raul Soares (MG)",4480,26,4506,0.994229915667998,0.00577008433200178,17.98333333,0.193,0.272666667,0.273333333,0.304,88.91528752,"other municipalities","Arabica"
"3154150","MU","Reduto (MG)",2940,0,2940,1,0,25.33333333,0.289,0.299666667,0.275,0.3,88.27829181,"other municipalities","Arabica"
"3154200","MU","Resende Costa (MG)",56,0,56,1,0,38.79444444,0.134666667,0.118666667,0.128333333,0.3,129.0994479,"other municipalities","Arabica"
"3154309","MU","Resplendor (MG)",82,736,818,0.100244498777506,0.899755501222494,12.73333333,0.043666667,0.014666667,0.040666667,0.93,759.0623117,"other municipalities","Canephora"
"3154705","MU","Ribeirão Vermelho (MG)",295,0,295,1,0,24.01666667,0.030333333,0.030666667,0.044666667,0.3,312.2262926,"other municipalities","Arabica"
"3156106","MU","Ritápolis (MG)",200,0,200,1,0,26.94444444,0.135666667,0.201666667,0.160666667,0.3,141.1319601,"other municipalities","Arabica"
"3156452","MU","Rosário da Limeira (MG)",1000,0,1000,1,0,22.86111111,0.233666667,0.207,0.200333333,0.3,135.5041465,"other municipalities","Arabica"
"3156809","MU","Sabinópolis (MG)",50,0,50,1,0,11.66666667,0.462333333,0.478,0.409333333,0.3,77.12564455,"other municipalities","Arabica"
"3157203","MU","Santa Bárbara (MG)",54,0,54,1,0,18.10555556,0.604,0.555666667,0.596666667,0.3,34.00138592,"other municipalities","Arabica"
"3157252","MU","Santa Bárbara do Leste (MG)",2900,0,2900,1,0,18.33333333,0.358333333,0.351666667,0.308,0.3,60.45189506,"other municipalities","Arabica"
"3157401","MU","Santa Cruz do Escalvado (MG)",100,0,100,1,0,11.11111111,0.136,0.115333333,0.104333333,0.3,172.9202947,"other municipalities","Arabica"
"3157906","MU","Santa Margarida (MG)",9000,0,9000,1,0,26.33333333,0.281666667,0.273666667,0.242666667,0.3,91.14928765,"other municipalities","Arabica"
"3158201","MU","Santa Maria do Suaçuí (MG)",55,0,55,1,0,11.71666667,0.215,0.208333333,0.279,0.3,47.1275888,"other municipalities","Arabica"
"3158300","MU","Santana da Vargem (MG)",5800,0,5800,1,0,23.33333333,0.082666667,0.078666667,0.073666667,0.3,248.5167848,"other municipalities","Arabica"
"3158805","MU","Santana do Jacaré (MG)",395,0,395,1,0,18.33333333,0.123333333,0.126333333,0.114,0.3,198.3319987,"other municipalities","Arabica"
"3158904","MU","Santana do Manhuaçu (MG)",5000,0,5000,1,0,22.33333333,0.213,0.242333333,0.255,0.3,83.3322117,"other municipalities","Arabica"
"3159209","MU","Santa Rita de Caldas (MG)",180,0,180,1,0,27.68888889,0.092,0.102333333,0.098666667,0.3,221.2684949,"other municipalities","Arabica"
"3159357","MU","Santa Rita de Minas (MG)",2800,0,2800,1,0,16.66666667,0.273,0.283333333,0.301333333,0.3,61.8829352,"other municipalities","Arabica"
"3159506","MU","Santa Rita do Itueto (MG)",2880,4220,7100,0.405633802816901,0.594366197183099,21.85,0.246,0.198,0.177333333,0.717,142.8152617,"other municipalities","Canephora"
"3159605","MU","Santa Rita do Sapucaí (MG)",6816,0,6816,1,0,19,0.129333333,0.146666667,0.156666667,0.3,155.7470546,"study area","Arabica"
"3159902","MU","Santo Antônio do Amparo (MG)",7700,0,7700,1,0,22,0.163,0.176,0.149333333,0.3,175.2446482,"other municipalities","Arabica"
"3160108","MU","Santo Antônio do Grama (MG)",412,0,412,1,0,13.23333333,0.187333333,0.203666667,0.197333333,0.3,142.9438809,"other municipalities","Arabica"
"3160306","MU","Santo Antônio do Jacinto (MG)",35,0,35,1,0,17.37777778,0.028333333,0.071,0.117,0.3,155.210356,"other municipalities","Arabica"
"3160801","MU","São Bento Abade (MG)",1500,0,1500,1,0,18.66666667,0.069333333,0.087,0.069333333,0.3,233.6774101,"study area","Arabica"
"3160959","MU","São Domingos das Dores (MG)",2700,0,2700,1,0,24.33333333,0.240333333,0.247,0.270333333,0.3,69.79991293,"other municipalities","Arabica"
"3161007","MU","São Domingos do Prata (MG)",450,0,450,1,0,13.33333333,0.310666667,0.241333333,0.328,0.3,43.11440674,"other municipalities","Arabica"
"3161056","MU","São Félix de Minas (MG)",24,14,38,0.631578947368421,0.368421052631579,18.86666667,0.039666667,0.042333333,0.072333333,0.602,279.6563502,"other municipalities","Arabica"
"3161205","MU","São Francisco de Paula (MG)",3165,0,3165,1,0,20,0.177,0.176,0.160333333,0.3,137.4496906,"other municipalities","Arabica"
"3161403","MU","São Francisco do Glória (MG)",1530,0,1530,1,0,21.66666667,0.141666667,0.145666667,0.161,0.301,154.1143433,"other municipalities","Arabica"
"3161502","MU","São Geraldo (MG)",250,0,250,1,0,18,0.137,0.187,0.214666667,0.3,118.1306638,"other municipalities","Arabica"
"3161650","MU","São Geraldo do Baixio (MG)",151,0,151,1,0,15.01111111,0.019,0.034666667,0.074333333,0.333,455.5742309,"other municipalities","Arabica"
"3162005","MU","São Gonçalo do Sapucaí (MG)",7314,0,7314,1,0,20.66666667,0.096666667,0.124333333,0.111666667,0.3,226.489829,"study area","Arabica"
"3162302","MU","São João da Mata (MG)",1000,0,1000,1,0,22.33333333,0.093666667,0.104666667,0.101333333,0.3,204.2844263,"other municipalities","Arabica"
"3162500","MU","São João del Rei (MG)",286,0,286,1,0,15.03333333,0.068666667,0.078,0.082666667,0.3,235.3535552,"other municipalities","Arabica"
"3162559","MU","São João do Manhuaçu (MG)",7200,0,7200,1,0,26,0.340333333,0.325,0.295,0.3,70.20057025,"other municipalities","Arabica"
"3162575","MU","São João do Manteninha (MG)",280,120,400,0.7,0.3,7.805555556,0.034333333,0.021333333,0.028666667,0.671,717.994528,"other municipalities","Arabica"
"3162807","MU","São João Evangelista (MG)",30,0,30,1,0,11.66666667,0.247,0.195333333,0.246333333,0.3,44.65656976,"other municipalities","Arabica"
"3163201","MU","São José do Alegre (MG)",75,0,75,1,0,18.96111111,0.065333333,0.184333333,0.183333333,0.3,145.6084773,"other municipalities","Arabica"
"3163508","MU","São José do Jacuri (MG)",22,0,22,1,0,11.61666667,0.302333333,0.288,0.277,0.3,87.65833425,"other municipalities","Arabica"
"3163607","MU","São José do Mantimento (MG)",720,0,720,1,0,21.87777778,0.257,0.251333333,0.255,0.3,86.19241429,"other municipalities","Arabica"
"3163706","MU","São Lourenço (MG)",58,0,58,1,0,22.98333333,0.093333333,0.096333333,0.162666667,0.3,82.69261313,"other municipalities","Arabica"
"3163805","MU","São Miguel do Anta (MG)",1400,0,1400,1,0,19.33333333,0.220666667,0.237,0.215,0.3,122.719028,"other municipalities","Arabica"
"3163904","MU","São Pedro da União (MG)",3350,0,3350,1,0,30.56666667,0.105333333,0.131333333,0.122666667,0.3,155.2761732,"study area","Arabica"
"3164407","MU","São Sebastião da Bela Vista (MG)",1300,0,1300,1,0,20.33333333,0.079666667,0.130333333,0.125333333,0.3,199.9090526,"study area","Arabica"
"3164431","MU","São Sebastião da Vargem Alegre (MG)",1250,0,1250,1,0,16.66666667,0.184,0.192333333,0.140666667,0.3,164.5509449,"other municipalities","Arabica"
"3164472","MU","São Sebastião do Anta (MG)",2000,0,2000,1,0,23,0.215333333,0.248333333,0.274333333,0.3,68.19015234,"other municipalities","Arabica"
"3164506","MU","São Sebastião do Maranhão (MG)",60,0,60,1,0,11.66666667,0.324,0.272333333,0.264666667,0.3,106.9372745,"other municipalities","Arabica"
"3165008","MU","São Tiago (MG)",577,0,577,1,0,26.00555556,0.079,0.074333333,0.088333333,0.3,220.9565532,"other municipalities","Arabica"
"3165206","MU","São Thomé das Letras (MG)",1000,0,1000,1,0,17.66666667,0.103333333,0.074666667,0.068,0.3,249.5713432,"study area","Arabica"
"3165701","MU","Senador Firmino (MG)",262,0,262,1,0,21.98888889,0.194666667,0.218333333,0.175666667,0.3,159.3110114,"other municipalities","Arabica"
"3165800","MU","Senador José Bento (MG)",830,0,830,1,0,22,0.144333333,0.176666667,0.159,0.3,172.599209,"other municipalities","Arabica"
"3166006","MU","Senhora de Oliveira (MG)",300,0,300,1,0,25,0.303333333,0.342333333,0.335,0.3,85.35257447,"other municipalities","Arabica"
"3166204","MU","Senhora dos Remédios (MG)",60,0,60,1,0,25,0.094333333,0.142333333,0.188,0.3,117.2116175,"other municipalities","Arabica"
"3166303","MU","Sericita (MG)",5300,0,5300,1,0,20.66666667,0.294333333,0.284333333,0.228666667,0.3,112.1311376,"other municipalities","Arabica"
"3166907","MU","Serrania (MG)",2800,0,2800,1,0,23.33333333,0.072666667,0.074333333,0.075,0.3,307.8720489,"study area","Arabica"
"3167400","MU","Silvianópolis (MG)",1860,0,1860,1,0,18,0.096666667,0.109,0.117333333,0.3,187.2826246,"study area","Arabica"
"3167608","MU","Simonésia (MG)",5500,0,5500,1,0,27.33333333,0.331666667,0.327,0.307666667,0.3,74.56431029,"other municipalities","Arabica"
"3167806","MU","Soledade de Minas (MG)",334,0,334,1,0,24,0.082333333,0.069666667,0.127333333,0.3,189.0068203,"study area","Arabica"
"3168051","MU","Taparuba (MG)",0,215,215,0,1,20,0.147,0.23,0.234333333,1,163.5537657,"other municipalities","Canephora"
"3168408","MU","Tarumirim (MG)",50,69,119,0.420168067226891,0.579831932773109,12.87777778,0.080666667,0.092,0.151333333,0.71,215.9242218,"other municipalities","Canephora"
"3168507","MU","Teixeiras (MG)",1000,0,1000,1,0,18.66666667,0.283666667,0.291333333,0.237,0.3,126.511643,"other municipalities","Arabica"
"3168606","MU","Teófilo Otoni (MG)",105,0,105,1,0,12.36111111,0.228,0.236666667,0.221,0.3,128.8526815,"other municipalities","Arabica"
"3169059","MU","Tocos do Moji (MG)",150,0,150,1,0,23,0.062,0.065,0.044666667,0.3,260.2624678,"other municipalities","Arabica"
"3169208","MU","Tombos (MG)",1256,0,1256,1,0,18,0.176,0.191,0.188333333,0.301,173.8919847,"other municipalities","Arabica"
"3169307","MU","Três Corações (MG)",10660,0,10660,1,0,19,0.061666667,0.063,0.059333333,0.3,270.44001,"other municipalities","Arabica"
"3169406","MU","Três Pontas (MG)",22200,0,22200,1,0,24.5,0.070333333,0.062666667,0.058,0.3,266.0858683,"other municipalities","Arabica"
"3169802","MU","Turvolândia (MG)",2500,0,2500,1,0,18.66666667,0.103666667,0.137,0.142,0.3,159.1459114,"study area","Arabica"
"3169901","MU","Ubá (MG)",10,0,10,1,0,15,0.114666667,0.193333333,0.135,0.3,155.1802041,"other municipalities","Arabica"
"3170057","MU","Ubaporanga (MG)",3921,0,3921,1,0,20.66666667,0.242,0.304,0.309,0.3,60.2042504,"other municipalities","Arabica"
"3170503","MU","Urucânia (MG)",75,0,75,1,0,11.11666667,0.129333333,0.146333333,0.104333333,0.3,148.0119601,"other municipalities","Arabica"
"3170578","MU","Vargem Alegre (MG)",0,0,0,NA,NA,27.65,0.1825,0.2095,0.279,0.3,96.73772344,"other municipalities",NA
"3170701","MU","Varginha (MG)",7670,0,7670,1,0,21.66666667,0.069,0.077,0.072666667,0.3,255.7335809,"other municipalities","Arabica"
"3171154","MU","Vermelho Novo (MG)",3605,0,3605,1,0,16,0.271333333,0.276333333,0.263,0.3,86.27539415,"other municipalities","Arabica"
"3171303","MU","Viçosa (MG)",2250,0,2250,1,0,23,0.263,0.259333333,0.206666667,0.3,143.1360873,"other municipalities","Arabica"
"3171402","MU","Vieiras (MG)",2202,0,2202,1,0,26.04444444,0.142333333,0.158,0.133333333,0.3,147.9776473,"other municipalities","Arabica"
"3171709","MU","Virgínia (MG)",180,0,180,1,0,20,0.163,0.119333333,0.112666667,0.3,204.8384937,"other municipalities","Arabica"
"3171808","MU","Virginópolis (MG)",150,0,150,1,0,17.33333333,0.341,0.287,0.367333333,0.3,58.47346064,"other municipalities","Arabica"
"3172004","MU","Visconde do Rio Branco (MG)",50,0,50,1,0,13,0.047333333,0.024,0.029,0.3,528.0417207,"other municipalities","Arabica"
"3200102","MU","Afonso Cláudio (ES)",10240,2600,12840,0.797507788161994,0.202492211838006,12.42777778,0.226333333,0.229666667,0.214,0.459,120.3308296,"other municipalities","Arabica"
"3200136","MU","Águia Branca (ES)",0,7500,7500,0,1,26.85,0.173666667,0.177333333,0.161,1,146.5702519,"other municipalities","Canephora"
"3200169","MU","Água Doce do Norte (ES)",850,2100,2950,0.288135593220339,0.711864406779661,12.72222222,0.117,0.115666667,0.116666667,0.788,196.9041477,"other municipalities","Canephora"
"3200201","MU","Alegre (ES)",4344,1305,5649,0.76898566117897,0.23101433882103,12.48333333,0.132,0.179666667,0.186333333,0.456,152.9286948,"other municipalities","Arabica"
"3200300","MU","Alfredo Chaves (ES)",2400,1700,4100,0.585365853658537,0.414634146341463,21.05,0.533666667,0.501333333,0.448666667,0.61,52.60539036,"other municipalities","Arabica"
"3200359","MU","Alto Rio Novo (ES)",2800,600,3400,0.823529411764706,0.176470588235294,13.32777778,0.156666667,0.144,0.140333333,0.436,151.729987,"other municipalities","Arabica"
"3200508","MU","Apiacá (ES)",1900,170,2070,0.917874396135266,0.0821256038647343,13.08333333,0.111,0.212666667,0.196666667,0.359,125.450994,"other municipalities","Arabica"
"3200706","MU","Atílio Vivacqua (ES)",10,2170,2180,0.00458715596330275,0.995412844036697,14.80555556,0.169333333,0.147666667,0.111333333,0.998,189.0204268,"other municipalities","Canephora"
"3200805","MU","Baixo Guandu (ES)",3500,3000,6500,0.538461538461538,0.461538461538462,12.03888889,0.116333333,0.211,0.207333333,0.623,149.7083203,"other municipalities","Arabica"
"3200904","MU","Barra de São Francisco (ES)",0,6000,6000,0,1,14.31111111,0.119333333,0.125,0.120666667,1,201.7349586,"other municipalities","Canephora"
"3201001","MU","Boa Esperança (ES)",0,8190,8190,0,1,30.85555556,0.055,0.078666667,0.076666667,1,423.251044,"other municipalities","Canephora"
"3201100","MU","Bom Jesus do Norte (ES)",270,10,280,0.964285714285714,0.0357142857142857,10.17777778,0.083,0.128,0.127666667,0.328,226.886218,"other municipalities","Arabica"
"3201159","MU","Brejetuba (ES)",14400,0,14400,1,0,18.59444444,0.288,0.273,0.246666667,0.3,97.57594652,"other municipalities","Arabica"
"3201209","MU","Cachoeiro de Itapemirim (ES)",362,5215,5577,0.0649094495248341,0.935090550475166,20.19444444,0.167333333,0.248666667,0.230333333,0.953,133.7846933,"other municipalities","Canephora"
