"codigo_ibg","yield","FC_m","FC2km","FC500m","PollinatorD","EUdist","ID"
3532801,12.22222222,0.064666667,0.029666667,0.022,0.3,525.9186009,"other municipalities"
3534104,17.5,0.088,0.126,0.117,0.3,313.7994357,"other municipalities"
3534609,7.716666667,0.053,0.037,0.039,0.3,450.3578919,"other municipalities"
3534708,11.22222222,0.036666667,0.042,0.052333333,0.3,392.7800335,"other municipalities"
3534807,12.81111111,0.062666667,0.006333333,0.034,0.3,1190.585058,"other municipalities"
3534906,15,0.024,0.021,0.019666667,0.3,559.7520416,"other municipalities"
3535200,8.255555556,0.025333333,0.031666667,0.056666667,0.3,298.3951707,"other municipalities"
3536000,16.11111111,0.029333333,0.025666667,0.022666667,0.3,597.8456311,"other municipalities"
3536802,22.22222222,0.212666667,0.286333333,0.234,0.3,97.28756647,"other municipalities"
3536901,16.66666667,0.047,0.043666667,0.078666667,0.3,259.5816496,"other municipalities"
3537107,17.28888889,0.154666667,0.148333333,0.111,0.3,36.91576599,"other municipalities"
3537305,46.975,0.0305,0.027,0.027,0.3,612.8650263,"other municipalities"
3537701,10,0.066333333,0.019333333,0.018333333,0.3,604.646811,"other municipalities"
3538006,15.95,0.271,0.169666667,0.180666667,0.3,214.9925086,"other municipalities"
3538204,23.33333333,0.171,0.164,0.194333333,0.3,84.84208315,"other municipalities"
3538600,22.77777778,0.349666667,0.165333333,0.120333333,0.3,159.7875496,"other municipalities"
3540002,34.94166667,0.047,0.0775,0.0955,0.3,474.8729695,"other municipalities"
3540101,24.97222222,0.043666667,0.039,0.049666667,0.3,244.3415787,"other municipalities"
3540259,10.12222222,0.051666667,0.032,0.005,0.3,400.0873705,"other municipalities"
3540606,20,0.050333333,0.025333333,0.017,0.3,471.6033211,"other municipalities"
3540804,16.09444444,0.051666667,0.048666667,0.044666667,0.3,448.9619652,"other municipalities"
3541604,47.25,0.0445,0.0415,0.032,0.3,746.4559519,"other municipalities"
3542008,19.2,0.061,0.032,0.136666667,0.3,725.7778517,"other municipalities"
3543808,17.5,0.038666667,0.021333333,0.037666667,0.3,516.8496852,"other municipalities"
3544707,8.855555556,0.024333333,0.029666667,0.042666667,0.3,592.7176277,"other municipalities"
3545100,10.67777778,0.118666667,0.055333333,0.020333333,0.3,609.2313943,"other municipalities"
3546603,15,0.019666667,0.015,0.011666667,0.3,536.786261,"other municipalities"
3547205,15,0.011,0.007666667,0.013333333,0.3,366.2803323,"other municipalities"
3547403,14.88888889,0.017666667,0.010333333,0.030333333,0.3,495.0034313,"other municipalities"
3548104,19.89444444,0.133666667,0.127666667,0.122333333,0.3,158.3180492,"study area"
3549201,11.93333333,0.033666667,0.044,0.028333333,0.3,437.939475,"other municipalities"
3550803,25.72222222,0.174333333,0.167666667,0.163333333,0.3,139.7090976,"study area"
3551207,15.73333333,0.149,0.132666667,0.125666667,0.3,186.7148532,"other municipalities"
3551603,26.66666667,0.171,0.184,0.185666667,0.3,113.6086993,"study area"
3552106,22.5,0.097333333,0.097,0.101,0.3,156.8527652,"study area"
3553005,15.63888889,0.079,0.052666667,0.060333333,0.3,241.5531359,"other municipalities"
3553609,22.3,0.167,0.168666667,0.176666667,0.3,143.2568174,"study area"
3554300,16.66666667,0.270666667,0.016333333,0.021666667,0.3,899.4223595,"other municipalities"
3554607,15.27222222,0.219,0.159333333,0.092333333,0.3,210.6360807,"other municipalities"
3554904,15,0.014,0.014333333,0.022666667,0.3,426.3064193,"other municipalities"
3554953,18.88888889,0.116,0.134333333,0.086333333,0.3,261.9008614,"other municipalities"
3555000,17.22222222,0.040333333,0.013,0.020666667,0.3,762.7057842,"other municipalities"
3555109,19.43333333,0.018666667,0.017666667,0.026,0.3,683.6903797,"other municipalities"
3555307,10,0.064333333,0.055,0.060333333,0.3,503.7829064,"other municipalities"
3555802,6.455555556,0.017666667,0.011,0.019,0.3,638.6462847,"other municipalities"
3555901,24.01666667,0.039,0.063,0.025,0.3,560.6275316,"other municipalities"
3556206,33.33333333,0.1155,0.1965,0.1055,0.3,117.1186215,"other municipalities"
3556354,20,0.228,0.084666667,0.123333333,0.3,193.9536932,"other municipalities"
3556602,17.44444444,0.090666667,0.088333333,0.047333333,0.3,374.466654,"other municipalities"
3557204,12.13333333,0.051333333,0.051666667,0.105666667,0.3,385.5637698,"other municipalities"
4100103,22.86666667,0.049,0.05,0.040333333,0.3,288.1200693,"other municipalities"
4100509,15.25555556,0.078333333,0.044333333,0.043666667,0.3,452.2095982,"other municipalities"
4100608,12.28888889,0.065,0.054666667,0.087,0.3,191.455178,"other municipalities"
4100806,26,0.044666667,0.055,0.092666667,0.3,588.6991015,"other municipalities"
4101051,22.43333333,0.087333333,0.101666667,0.041666667,0.3,236.3222222,"other municipalities"
4101101,21.72777778,0.024333333,0.028666667,0.052333333,0.3,996.5879902,"other municipalities"
4101150,25.52777778,0.037,0.083666667,0.055,0.3,401.5520773,"other municipalities"
4101408,26.12222222,0.139333333,0.151666667,0.119,0.3,170.6790712,"other municipalities"
4101507,21.66111111,0.111666667,0.118666667,0.063666667,0.3,337.9136167,"other municipalities"
4101655,16.33888889,0.061,0.076333333,0.08,0.3,219.4102908,"other municipalities"
4101705,21.82222222,0.084666667,0.087,0.054333333,0.3,294.8331189,"other municipalities"
4101853,13.42222222,0.096333333,0.095666667,0.074,0.3,238.3942673,"other municipalities"
4101903,22.63333333,0.053,0.050666667,0.040333333,0.3,307.7572389,"other municipalities"
4102109,24.42777778,0.058333333,0.034,0.024,0.3,645.81077,"other municipalities"
4102406,21.21111111,0.052,0.075333333,0.057333333,0.3,356.2759061,"other municipalities"
4102505,17.95555556,0.114,0.102333333,0.081333333,0.3,253.37151,"other municipalities"
4102703,33.02222222,0.036333333,0.025,0.024666667,0.3,844.7048099,"other municipalities"
4102802,23.58888889,0.080333333,0.057666667,0.044,0.3,340.8307763,"other municipalities"
4103206,25.82777778,0.133,0.128,0.124666667,0.3,133.7525864,"other municipalities"
4103305,15.46111111,0.077666667,0.076666667,0.087333333,0.3,138.522261,"other municipalities"
4103354,23.51111111,0.126666667,0.087,0.064666667,0.3,284.7924229,"other municipalities"
4103404,20.03333333,0.028333333,0.051333333,0.072333333,0.3,564.8640244,"other municipalities"
4103479,13.31666667,0.036666667,0.044,0.033333333,0.3,329.3471289,"other municipalities"
4103503,22.83333333,0.092,0.086,0.062333333,0.3,187.6622928,"other municipalities"
4103602,34.27222222,0.024,0.017,0.029,0.3,382.3381165,"other municipalities"
4103701,17.98333333,0.060333333,0.058666667,0.060666667,0.3,303.0455849,"other municipalities"
4103800,26.23333333,0.098666667,0.126666667,0.084666667,0.3,191.1480223,"other municipalities"
4104303,20.57222222,0.106,0.112,0.1,0.3,231.0628999,"other municipalities"
4104709,35.88888889,0.045666667,0.049666667,0.047,0.3,296.8380573,"other municipalities"
4105102,22.40555556,0.055333333,0.056,0.054,0.3,428.9033581,"other municipalities"
4105508,18.04444444,0.11,0.1,0.070333333,0.3,350.1979664,"other municipalities"
4105607,17.54444444,0.048333333,0.042333333,0.008666667,0.3,639.3765132,"other municipalities"
4105904,14.75,0.031333333,0.021333333,0.018333333,0.3,747.3759667,"other municipalities"
4106001,27.65555556,0.135666667,0.106,0.080666667,0.3,258.2309741,"other municipalities"
4106100,43.47222222,0.064666667,0.044333333,0.038666667,0.3,284.5221145,"other municipalities"
4106308,24.56666667,0.120333333,0.101666667,0.081,0.3,196.9750002,"other municipalities"
4106407,24.48888889,0.097333333,0.067666667,0.048,0.3,342.1071045,"other municipalities"
4106555,18.97222222,0.126333333,0.105666667,0.096333333,0.3,215.816271,"other municipalities"
4106605,16.17222222,0.072,0.033333333,0.020666667,0.3,435.9045377,"other municipalities"
4106852,15.73333333,0.103666667,0.086,0.138,0.3,130.6956554,"other municipalities"
4107009,29.2,0.233333333,0.172666667,0.131,0.3,141.2291193,"other municipalities"
4107108,11.70555556,0.120333333,0.050333333,0.051666667,0.3,634.2976863,"other municipalities"
4107256,13.67222222,0.084666667,0.068,0.012666667,0.3,614.5659718,"other municipalities"
4107306,22.60555556,0.028666667,0.018,0.01,0.3,757.4980475,"other municipalities"
4107504,27.22222222,0.081666667,0.058333333,0.042333333,0.3,521.4892432,"other municipalities"
4107520,15.83888889,0.019666667,0.023,0.022666667,0.3,554.3942537,"other municipalities"
4107751,30.7,0.231666667,0.193666667,0.14,0.3,138.4808658,"other municipalities"
4107801,22.22222222,0.058666667,0.073666667,0.056666667,0.3,363.1474369,"other municipalities"
4108007,31.67777778,0.113,0.030666667,0.030666667,0.3,472.1618834,"other municipalities"
4108205,30.01666667,0.056666667,0.042333333,0.016666667,0.3,321.5122197,"other municipalities"
4108320,14.25,0.025,0.015,0.017,0.3,594.1822322,"other municipalities"
4108551,15.18333333,0.097666667,0.079,0.048666667,0.3,344.4036966,"other municipalities"
4108601,27.33333333,0.082,0.071666667,0.106333333,0.3,270.5078348,"other municipalities"
4108700,19.66666667,0.127666667,0.148,0.101333333,0.3,205.458599,"other municipalities"
4108908,11.23888889,0.067666667,0.040666667,0.037,0.3,651.5979344,"other municipalities"
4109005,29.65,0.046333333,0.04,0.036333333,0.3,327.2179034,"other municipalities"
4109203,23.05555556,0.047666667,0.025666667,0.038666667,0.3,507.3963366,"other municipalities"
4109708,27.85,0.136333333,0.158666667,0.136,0.3,160.5889404,"other municipalities"
4109807,19.74444444,0.067,0.062333333,0.059333333,0.3,365.0537623,"other municipalities"
4109906,15.86111111,0.043333333,0.015666667,0.009333333,0.3,636.7514322,"other municipalities"
4110003,24.74444444,0.039666667,0.054,0.081333333,0.3,446.1398406,"other municipalities"
4110052,22.83888889,0.143666667,0.120333333,0.065333333,0.3,290.4866871,"other municipalities"
4110409,15.36666667,0.076333333,0.074333333,0.072,0.3,339.4769842,"other municipalities"
4110607,14.66111111,0.046,0.034333333,0.036666667,0.3,359.6446472,"other municipalities"
4110656,27.4,0.060666667,0.067,0.057,0.3,241.5389043,"other municipalities"
4110805,21.91111111,0.162,0.112666667,0.113333333,0.3,197.3281489,"other municipalities"
4110904,25.85,0.017,0.017,0.024666667,0.3,523.7592844,"other municipalities"
4111001,23.18333333,0.024,0.037666667,0.058333333,0.3,555.3456359,"other municipalities"
4111308,12.40555556,0.028333333,0.022333333,0.042333333,0.3,605.7491735,"other municipalities"
4111506,16.21111111,0.079,0.093333333,0.072,0.3,199.6194314,"other municipalities"
4111555,15.13888889,0.093666667,0.042666667,0.031,0.3,387.259742,"other municipalities"
4111704,32.88333333,0.068666667,0.061666667,0.066666667,0.3,293.0675569,"other municipalities"
4111803,29.87777778,0.105,0.08,0.059,0.3,274.3597319,"other municipalities"
4111902,19.13888889,0.055,0.053666667,0.050666667,0.3,395.3281779,"other municipalities"
4112108,27.22222222,0.100333333,0.101333333,0.074,0.3,210.4947299,"other municipalities"
4112207,22.18333333,0.052666667,0.049333333,0.027,0.3,280.1584356,"other municipalities"
4112306,34.43888889,0.103,0.110666667,0.079,0.3,296.9449506,"other municipalities"
4112405,17.51666667,0.078333333,0.037,0.045666667,0.3,419.0692733,"other municipalities"
4112504,15.65555556,0.075,0.074666667,0.054333333,0.3,278.3170161,"other municipalities"
4112702,23.95,0.068666667,0.077333333,0.038,0.3,325.9725584,"other municipalities"
4112751,31.46111111,0.074666667,0.064333333,0.05,0.3,303.5723653,"other municipalities"
4112801,31.12777778,0.073333333,0.072333333,0.056,0.3,236.7522786,"other municipalities"
4112900,30.35,0.089333333,0.109,0.092,0.3,228.1783554,"other municipalities"
4113007,19.81666667,0.112333333,0.086333333,0.058666667,0.3,373.2887491,"other municipalities"
4113106,23.51666667,0.054,0.058,0.043333333,0.3,245.4427653,"other municipalities"
4113403,20.66111111,0.042,0.015666667,0.029,0.3,680.3783896,"other municipalities"
4113429,16.03333333,0.067666667,0.052333333,0.037333333,0.3,328.1743085,"other municipalities"
4113502,10,0.060333333,0.024666667,0.086666667,0.3,885.6438352,"other municipalities"
4113700,22.67222222,0.139333333,0.134333333,0.091666667,0.3,237.6586279,"other municipalities"
4113734,19.58333333,0.185,0.203666667,0.117666667,0.3,249.8374055,"other municipalities"
4113759,17.21666667,0.135333333,0.062666667,0.028333333,0.3,413.0201993,"other municipalities"
4113809,16.11111111,0.049333333,0.005666667,0.014333333,0.3,740.5919636,"other municipalities"
4114104,17.51666667,0.073333333,0.055666667,0.044,0.3,400.2483873,"other municipalities"
4114203,23.58333333,0.087,0.083333333,0.058,0.3,268.8151683,"other municipalities"
4114708,17.51666667,0.072666667,0.068333333,0.065,0.3,326.7067489,"other municipalities"
4114807,29.39444444,0.057,0.065333333,0.11,0.3,136.3204208,"other municipalities"
4114906,23.79444444,0.114333333,0.126,0.073,0.3,252.3288708,"other municipalities"
4115002,8.344444444,0.052666667,0.017666667,0.025333333,0.3,662.231976,"other municipalities"
4115200,28.51111111,0.047666667,0.059333333,0.055333333,0.3,286.7864113,"other municipalities"
4115507,24.71111111,0.116,0.117333333,0.088333333,0.3,213.7560702,"other municipalities"
4116000,18.71666667,0.067,0.041666667,0.034,0.3,452.3642033,"other municipalities"
4116109,26.42222222,0.042,0.030666667,0.039333333,0.3,395.2341626,"other municipalities"
4116307,23.18888889,0.034,0.027,0.017666667,0.3,562.1417219,"other municipalities"
4116406,16.11111111,0.032,0.017,0.022666667,0.3,585.0487432,"other municipalities"
4116604,21.51111111,0.084666667,0.075666667,0.060666667,0.3,297.3881314,"other municipalities"
4116703,21.08333333,0.083333333,0.049666667,0.018333333,0.3,354.9223802,"other municipalities"
4116901,15,0.067333333,0.081,0.076,0.3,305.2359923,"other municipalities"
4117008,24.64444444,0.091,0.082666667,0.075,0.3,283.2913085,"other municipalities"
4117107,7.066666667,0.059666667,0.015,0.014,0.3,750.5981569,"other municipalities"
4117206,14.8,0.044,0.042666667,0.038666667,0.3,333.9585335,"other municipalities"
4117271,17.63888889,0.151666667,0.115,0.148,0.3,159.0425522,"other municipalities"
4117297,22.36111111,0.110666667,0.096333333,0.061666667,0.3,247.8457999,"other municipalities"
4118006,13.5,0.066,0.074666667,0.037666667,0.3,471.3087157,"other municipalities"
4118105,9.516666667,0.045666667,0.023,0.031,0.3,718.1340818,"other municipalities"
4118402,12.38333333,0.083333333,0.085666667,0.141666667,0.3,215.903676,"other municipalities"
4118808,29.46666667,0.094666667,0.104,0.039666667,0.3,305.4066802,"other municipalities"
4118857,15.66111111,0.035333333,0.042666667,0.039666667,0.3,492.0952579,"other municipalities"
4118907,12.26111111,0.028,0.026,0.03,0.3,668.9802816,"other municipalities"
4119202,38.76666667,0.205666667,0.182333333,0.146666667,0.3,151.5138221,"other municipalities"
4119657,32.06111111,0.040666667,0.034333333,0.033,0.3,354.3155368,"other municipalities"
4120002,18.06111111,0.079333333,0.062666667,0.054333333,0.3,422.9487156,"other municipalities"
4120200,9.561111111,0.115333333,0.029,0.016666667,0.3,838.9343444,"other municipalities"
4120333,18.75555556,0.080333333,0.045666667,0.061,0.3,517.6493691,"other municipalities"
4120507,30.16111111,0.026,0.084666667,0.071666667,0.3,310.5381583,"other municipalities"
4120705,32.91666667,0.050666667,0.059333333,0.051,0.3,246.0061776,"other municipalities"
4121109,26.37777778,0.083666667,0.077333333,0.043,0.3,494.3967945,"other municipalities"
4121307,21.01666667,0.023333333,0.007333333,0.01,0.3,792.2567709,"other municipalities"
4121802,36.71666667,0.082333333,0.105666667,0.085,0.3,220.3577898,"other municipalities"
4121901,24.8,0.102,0.125333333,0.107666667,0.3,273.5932765,"other municipalities"
4122107,20.90555556,0.109333333,0.093333333,0.107333333,0.3,172.4328869,"other municipalities"
4122404,27.41666667,0.074,0.072333333,0.061333333,0.3,352.1110154,"other municipalities"
4122503,17.46111111,0.205,0.209333333,0.134,0.3,167.7165978,"other municipalities"
4122602,14.95555556,0.08,0.054,0.037333333,0.3,390.2758197,"other municipalities"
4122701,23.52777778,0.072333333,0.059,0.024333333,0.3,524.4238389,"other municipalities"
4122909,29.62222222,0.067666667,0.089333333,0.074666667,0.3,206.0931237,"other municipalities"
4123105,22.93888889,0.075333333,0.123,0.079333333,0.3,163.7938392,"other municipalities"
4123204,21.32777778,0.084333333,0.036333333,0.026666667,0.3,359.8609166,"other municipalities"
4123303,9.261111111,0.047,0.021666667,0.072666667,0.3,606.4648494,"other municipalities"
4123402,23.1,0.054,0.046666667,0.02,0.3,446.2194889,"other municipalities"
4123600,26.70555556,0.023,0.009333333,0.016,0.3,684.6981499,"other municipalities"
4123709,7.444444444,0.036,0.015333333,0.032666667,0.3,949.7549859,"other municipalities"
4123907,23.44444444,0.078666667,0.078333333,0.054333333,0.3,336.3530196,"other municipalities"
4123956,6.666666667,0.063333333,0.014,0.017333333,0.3,890.9164929,"other municipalities"
4124004,30.03888889,0.104333333,0.09,0.073333333,0.3,224.7733608,"other municipalities"
4124103,30.75555556,0.060666667,0.059333333,0.05,0.3,289.7150235,"other municipalities"
4124202,11.11111111,0.041666667,0.019,0.058666667,0.3,615.7506112,"other municipalities"
4124301,21.76666667,0.129,0.08,0.031666667,0.3,251.8574648,"other municipalities"
4124509,13.73888889,0.02,0.002666667,0.033666667,0.3,1046.558523,"other municipalities"
4124707,24.30555556,0.230666667,0.133,0.085,0.3,203.5375469,"other municipalities"
4125001,16.90555556,0.032333333,0.045666667,0.052,0.3,387.687606,"other municipalities"
4125357,17.52222222,0.066,0.035,0.025666667,0.3,558.0050581,"other municipalities"
4125555,17.45,0.166666667,0.074666667,0.062333333,0.3,438.3037282,"other municipalities"
4125803,16.85,0.079,0.073,0.011666667,0.3,360.7105939,"other municipalities"
4125902,9.722222222,0.033,0.029333333,0.024666667,0.3,684.7181013,"other municipalities"
4126009,21.68333333,0.081333333,0.051,0.041666667,0.3,546.5318491,"other municipalities"
4126108,17.24444444,0.153,0.071,0.069666667,0.3,235.0949449,"other municipalities"
4126207,22.24444444,0.243,0.252333333,0.152,0.3,121.2157459,"other municipalities"
4126256,30.27777778,0.031,0.058666667,0.062,0.3,290.3784702,"other municipalities"
4126405,21.64444444,0.015333333,0.037,0.054,0.3,832.6288157,"other municipalities"
4126504,25.15,0.059333333,0.054666667,0.042666667,0.3,357.2233477,"other municipalities"
4126603,29.92222222,0.076333333,0.072,0.049,0.3,243.7952471,"other municipalities"
4126678,24.44444444,0.263,0.229333333,0.141,0.3,203.0286326,"other municipalities"
4126702,30.57222222,0.060666667,0.043666667,0.019,0.3,546.2693589,"other municipalities"
4126801,21.73333333,0.060666667,0.055666667,0.033,0.3,515.9769812,"other municipalities"
4126900,20.48888889,0.059666667,0.014666667,0.016666667,0.3,621.5985016,"other municipalities"
4127205,14.68333333,0.192333333,0.147,0.062333333,0.3,277.5680859,"other municipalities"
4127304,18.26111111,0.034333333,0.028333333,0.052,0.3,636.0019499,"other municipalities"
4127403,26.11111111,0.061666667,0.047,0.068666667,0.3,323.5647982,"other municipalities"
4127809,32.74444444,0.113666667,0.102666667,0.098,0.3,261.4683506,"other municipalities"
4127908,16.83888889,0.160333333,0.057,0.017,0.3,659.3206123,"other municipalities"
4128104,18.76111111,0.066,0.054,0.037333333,0.3,717.0762676,"other municipalities"
4128401,22.67222222,0.04,0.029333333,0.017333333,0.3,538.0993944,"other municipalities"
4128625,13.03888889,0.071333333,0.008333333,0.020666667,0.3,822.7667044,"other municipalities"
4128807,12.84444444,0.031,0.026666667,0.038333333,0.3,420.7955082,"other municipalities"
